Comment,Sentiment
"Congratulations brother",Positive
"I love watching young creators. Hope you get million subs",Positive
"Happy years!Congratulations",Positive
"You are the source of success, Beast. Congratulations. I wish you continued success.",Positive
"Congratulations. You got Million and multiplied it by !",Positive
"I hope you get that million subs bro, I'll be rooting for you~",Positive
"Amazing to see how far you've come, happy year anniversary",Positive
"It's crazy how flying past M to M has changed your confidence and charisma congrats on + years of hard work and creativity!",Positive
"WoW you surpassed your goals",Positive
"Its nice to see that many people are supporting smaller content creators",Neutral
"Nothing beats a Jet Holiday!",Positive
"This was a genius way to get a personal pilot for a hundred days",Positive
"no takesees backsees",Neutral
"underwater challenge?",Neutral
"THAT WAS PERSONAL",Neutral
"Bro the h with Nolan for unlimited DoorDash was literally a huge gift",Positive
"He’s actually goated for taking them wherever they want and not showering",Positive
"This was the realest episode I ever saw lol, ""NO! Whatever he offers you yo say no! I been trough enough!"" hahaha",Positive
"Think about how much footage there was to edit. The editors are goated fr",Positive
"The mental strength to survive a days in a plane is insane!!",Positive
"This video definitely boosted door dash orders yesterday",Neutral
"As an introvert I swear I would ACE this type of solo challenges",Neutral
"Genius way to promote doordash. I needed a few seconds to realize that it is actually the sponsor",Positive
"We want days in space challenge",Neutral
"Finally not showering pays off for someone",Positive
"The “table” of briefcases of money. LOL",Neutral
"how much people does mrbeast have trapped just constantly",Neutral
"Nolan was too excited about that joke",Neutral
"HE’S READING FOURTH WING OMG",Neutral
"The next challenge is to buy a submarine and sit under water for days.",Neutral
"This guy’s story telling skills have gone to another level",Positive
""WE did this" is crazy",Neutral
"Big brother, I really enjoy watching every one of your videos. This video is truly amazing!",Positive
"Getting Nolan over Karl is the biggest blessing he could ever get",Positive
"The prizes this time for each days was actually one of the best ideas mrbeast thought of so far imo",Positive
"I thought surviving hours in strange places was tough... but DAYS in one location? That’s discipline, mindset, and next-level motivation right there.",Positive
""and even though you don't need it it comes with a shampoo""",Neutral
"I loved that with all these temptations he chose to be as comfortable as possible with her.",Positive
"Parkour challenge ?",Neutral
"Nolan be like:I am not irratated.",Neutral
"These SOLO challenges are WAY BETTER than the people ones!",Positive
"Wow,that is intense Bat he will be set for life if he wins",Positive
""And even tho you don't need it it comes with shampoo!"" Bro roasted him respectfully",Neutral
"days for THIS?! WORTH IT. LEGENDARY ending!",Positive
"That shampoo's was personal",Neutral
"Armando so deserved the Jet . WE LOVE YOU ARMANDO",Positive
"Safe Travels Armando",Positive
"" $ for no shower, no brainer"" sm clip that",Neutral
"You should do a challenge surviving days with David Goggins",Neutral
"You don't just make videos, you make experiences for millions. Absolute LEGEND!""",Positive
"The way he comforts himself when he loses the lambo",Neutral
"Always getting into exciting adventures",Positive
"“Even tho you don't need it but it's come with shampoo"" pure violence",Neutral
"How do you make Big Head Bob cry tears of joy in every video :)",Positive
""Even though you don't need it, you have a shampoo."" then showcases the shiny bald head is crazy",Neutral
"Jet Holiday is the best!! Nothing can beats it!!",Positive
"Armando you played it right Congrats on the new jet!!",Positive
"I can literally learn English through your videos. It is so useful when I can both study and entertain!",Positive
"The editing in this video is on top dude",Positive
"Nice video bro",Positive
""Oh""",Neutral
"Next challenge should be days in space",Neutral
"“Turned down a Lamborghini, eh whatever I got a bed”",Neutral
"I have to say, I love the way you merge other previous videos with this video, so cool!",Positive
"Next challenge Underwater With tareeq",Neutral
"Omg it's the first time I opened this app at the right time!!",Neutral
"Dude said no to a shower but yes to a gym",Neutral
"A Bed is a BED W CHOICE",Positive
"The co pilot is the goat he did all this and didn’t even get a plane",Neutral
"from a , dollar island to a . million dollar jet is a crazy transition over time in the money spent over a single vid",Positive
"Awesome as always",Positive
"POLAND MENTIONED RAAAHHHHHHHH",Neutral
"Nothing beats a Jet holiday — the vibes, the views, the value. Absolute perfection!",Positive
"days on the Army would be cool",Neutral
"What a challenge",Neutral
"Why is this scene so funny",Positive
"I Kinda wanna get a longer version… I mean days put in mins is Crazy Edit: Wee Need the uncut version",Neutral
"Choosing a bed instead of Lamborghini is worth it",Positive
"There is a reason why he became a pilot. He is an amazing person. It was such a romantic video.",Positive
"Amazing video",Positive
"Next videos: The most expensive marriage of all time. Mine.",Neutral
"Nothing beats a JetYou Holiday!",Positive
"its every mans weakpoint",Neutral
"Also for those of you curious to help offset the carbon emissions from the jet",Neutral
"Very Hard Challenge",Neutral
"After being stuck for days, he finally stepped off the jet only to get right back on!",Neutral
"He was trapped in a jet, but still travelled to more places than most of us",Neutral
"days in a plane is actually insane, honestly how did he do it",Positive
"We need days in space",Neutral
"Thank youuu",Positive
"Next challenge survive underwater Days.",Neutral
"days without growing a hair that's awesome man",Positive
"“no takeies backsies”",Neutral
"I would definitely pick shower",Neutral
"“even though you don’t need it it comes with shampoo” is crazy",Neutral
"You are the best YouTuber",Positive
"Bros doing plane hostage vids now",Neutral
"We Who's wee ¿",Neutral
"definitely airack",Neutral
"the women’s react about not showering",Neutral
"First was with feastables cocoa, now with water. Better still you got several individuals involved. Thank you for all you do",Positive
"Love from assam ram ram",Positive
""Even though you don't need it , it comes with a shampoo""",Neutral
"Not showering for days is crazy",Neutral
"As a pilot, I’m jealous",Neutral
"Love you mrbeast",Positive
"bro needs to hesitate",Neutral
"Damnit Nolan",Neutral
"Nothing beats a Jet Holiday! wow inspire",Positive
"I'll be happy to host you on your next trip to Tanzania,its a perfect season to witness the great wildebeest migration in the serengeti",Positive
"This is the best way to promote doordash",Positive
"Thank you",Positive
"This video was amazing, learned a lot.",Positive
"Imagine a huge box truck converted into a tiny room with beds, snacks, fans, and even a gaming console. But here’s the twist — the truck keeps driving around the city nonstop! Every hour, a new surprise",Neutral
"Make one video on helping of Gaza people",Neutral
"Bro is just trying to get a personal pilot for days",Positive
"It wasn't easy for him, he has great strength of spirit.",Positive
"great joke nolan",Positive
"That was amazing",Positive
"He's actually goated!",Positive
"PHILIDELPHIA",Neutral
"You guys are truly amazing. Creating entertaining content and helping people at the same time!",Positive
"Is was amazing",Positive
"Nolan is in the mystery box would be so funny.",Neutral
"AMAZING video, Armando the best",Positive
"Beautiful ending",Positive
"days? Try doing days deployed, then involuntarily extended. This is very much doable.",Neutral
"that’s so sweetttt",Positive
"do a challange where someone has spend days in a yacht",Neutral
"Bro is a problem",Neutral
"“ no taksies backsies” bros a millionaire",Neutral
"THE GOAT IS BACKK",Positive
"Do a challenge where someone has to quit smoking and alcohol ?",Neutral
"Do a love island inspired challenge with Huda!!!",Neutral
"jimmys video schedule has gotten a lot better",Positive
"create similar challenges for excavator operators would be more difficult",Neutral
""I bought a submarine and if this captain stays inside days he keeps it!""",Neutral
"Already a banger",Positive
"Love the use of beast games guards!",Positive
"you already had your Lamborghini just with wings",Neutral
"make sumeone quit drinking",Neutral
"Salute kind men",Positive
"He'll be able to make a fortune with that jet",Neutral
"Nolan’s jokes are",Neutral
"That jet is amazing!",Positive
"we have a dragon fan right there, Iron Flame, Onyx Storm and Eragon, thats some very nice reading material right there.",Neutral
"Mrbeast is so tall",Neutral
"NAH THATS PLAIN FOUL CALLING SOMEONE BALD WITHOUT TRYING",Neutral
"bro took ""lemme just try it out"" a little too far",Neutral
"Buy books and stories. Read endlessly. Buy toys and games.",Neutral
"First thing I thought of when I saw this was “nothing beats a Jet holiday!”",Positive
"Jet really said: stress-free travel only! Nothing beats that.",Positive
"we gave fame to the right person, incredible",Positive
"With Clash, I could survive any of these challenges",Neutral
"I am so excited for this video,but more to see karl, love you karl and karls mom.",Positive
"is diabolical",Neutral
"With this clever trick... he got a personal pilot for days without paying almost anything!",Positive
"In the future you can do stay in a yacht for days And also Stay in a Submarine for days",Neutral
"Do a challenge where someone has to quit drinking",Neutral
"I’ve always wondered how do people get picked for these videos because I could easily do months on a jet for the jet and an additional half a million dollars",Neutral
"bro got so happy right there",Positive
"welcome to Riyadh season",Neutral
"imagine he lost balance and then just faceplanted on the floor",Neutral
"Making him more happy",Positive
"bro was happy",Positive
"we did it? Lol ..yeah",Neutral
"Best",Positive
"Did anyone else check to see how much longer the video was after the k offer?",Neutral
"U should do a underwater challenge",Neutral
"Instead of going on vacation, you should use the prize money to open a low-cost or VIP flight business.",Neutral
"This man is genious seriouslly",Positive
"this is more of a blessing than a challenge",Positive
"the yard mentioned",Neutral
"I am your big fan from Pakistan",Positive
"so nice of you to help out a financially struggling pilot",Positive
"use it as an Uber",Neutral
"Mrbeast is the king of youtubers",Positive
"Yes",Neutral
"Doordash needs to come to more countrys",Neutral
"“do you mind taking us to miami florida” “%” so he does mind?",Neutral
"airack this was way to obvious",Neutral
"If you had taken me in this video, I would have spent a year there.",Neutral
"Thanks for million subscriber",Positive
"Next challenge survive mount everest days",Neutral
"Interesting man",Positive
"AYOOO JIDION",Neutral
"Best Content Creator Love from Ghana",Positive
"I am a viewer from Indonesia",Neutral
"Bros metal strength is on another level...",Positive
"Imagine JET sponsored this",Neutral
"- the cup that said "" minute walk"" LMAO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Where? Where are you gonna walk?",Neutral
"Saying no to the shower just to say yes to the little yard is insane.",Positive
"bro said",Neutral
"Its crazy the vidéo at . millions",Positive
"that’s Airack",Neutral
"Beyond amazing actually",Positive
"If bro was single he'd easily do the extra . Relationships and marriages come at a cost of a certain freedom and free will",Neutral
"Bro spend a hundred days in that jet and still went to a holiday right after stepping on the ground",Neutral
"the best video ever",Positive
"very strong person! beautiful video! thank you very much for this video!",Positive
"Damn, he choosed a bed Over Lamborghini!",Neutral
"I can’t believe this",Neutral
"A beautiful video.",Positive
""reject a Lamborghini it doesn't matter I have a bed"" without a doubt the best thing hahaha",Positive
"Finally our legend is back",Positive
". million jet k lamborghini k offers k for more days Total= . million offers in one video",Neutral
"I loved the another days",Positive
"This is the best video you’ve made yet.",Positive
"Bro didn't take shower for days. This challenge is insane",Neutral
"Next challenge days",Neutral
"King of all Social sides",Positive
"he’s definitely a gamer",Neutral
"btw the biggest indoor ski slope in america is in new jersery not new york",Neutral
"Pray for Palestine",Neutral
"Next challange underwater",Neutral
"we?? we did this??",Neutral
"You should do a video about you have to stay or days in a submarine",Neutral
"Airack I see u at",Neutral
"days till the next big event",Neutral
"average unc outfit",Neutral
"Congrats to the winners",Positive
"You just earned a new subscriber",Positive
"Opened the app at the perfect time",Neutral
"I've been to that hotel it's a w",Positive
"I love Lucia",Positive
"airack",Neutral
"“We did it”who is we",Neutral
"Love this video",Positive
"Cool",Positive
"Next one has to be a yacht/ boat",Neutral
"Wow nice challenge",Positive
"Bed over lamborghini is crazy",Neutral
"this sounds a bit to familiar to another certain sponsor...",Neutral
"It's been hours and I'm still stuck on",Neutral
"IS THAT SADIE FROM RDR???",Neutral
"To shower",Neutral
"u wont believe this but thats me in",Neutral
"AIRACK LET ME IN YOUR VIDEO",Neutral
"Who’s WE????",Neutral
"kollab with messi??",Neutral
"It would be really cool if you made a video about the best water parks in the world. I recommend Siam Park, it's the best.",Neutral
"Super Beast",Positive
"I want this Challenge",Neutral
"We ?",Neutral
"Whatever it is, we owe gratitude",Positive
"airack found",Neutral
"Airrick !!!!!!",Neutral
"brother you video really nice",Positive
"we did it? seriously?",Neutral
"MRBEAST",Positive
"smyw",Neutral
"Do a video when you visit space for first time",Neutral
"Hey mrbeast you have a problem on your Türkish translation you said you will not be eliminated but you said in turkish o odaya girersen elenmiş olacaksın so it means if you join that room you will be eliminated but no problem on turkish subtitles",Neutral
"atleast he made three version of himself",Neutral
"what was that sound???",Neutral
"So I would revive days buried alive or if it's better underwater in a submarine",Neutral
"brooooo",Neutral
""Daddy?""",Neutral
"For the first time I am among the first two million people to watch the video",Neutral
"thought he was gonna quit",Neutral
"I am a big fan of the hazer.",Positive
"yes im living on hard mode :D !!!!!!!!!!!!!!!!!!!!!",Neutral
"who is we?",Neutral
"come on Arriack too obvious",Neutral
"is that airack",Neutral
"Fortnite :D",Neutral
"Imagine goin home to that pillow princess",Neutral
""$YouTuber vs$YouTuber""",Neutral
"what do you mean",Neutral
"nice challenging video",Positive
"what's bro just say",Neutral
"What fuels your passion?",Neutral
"Did he say fortnight",Neutral
"I need ur help",Neutral
"“days? Bro I can barely survive hours in economy class.”",Neutral
"What a crazy thing, you're a millionaire, man.",Positive
"Love this",Positive
"I'm eating feastables for the first time.",Neutral
"what a fantastic video was it",Positive
"Your videos are really amazing. And I am a big fan of yours.",Positive
"mrbeast is the best",Positive
"This is insane days is a lot in such a confined space",Positive
"I am your fan",Positive
"I’ve always wondered how you got your ideas",Neutral
"This is carzy three months in the plan",Positive
"He could use the PJ to take people places for money",Neutral
"Fantastic",Positive
"Love planning",Positive
"Oh happy",Positive
"Can i have a million dollars?",Neutral
"Thanks for million view",Positive
"Thank you for subscriber complete",Positive
"Supper chaileng,",Positive
"Loved seeing you both !",Positive
"Nolan I believe in you!",Positive
"Seeing Nolan happy and in love was the best part of the video.",Positive
"Nolan Is the best assistant",Positive
"Seeing Nolan being happy and not bullied in a video is honestly so heartwarming to see",Positive
"Nolan being an actual heart warming part of the video was amazing.",Positive
"It’s honestly calming to see Mrbeast actually happy",Positive
"The date isn't made of money or people around. Is made with the person who you love",Positive
"Can’t wait for the $ wedding vs $M wedding sequel.",Neutral
"I love how genuine Nolan is",Positive
"Seeing Nolan being genuinely makes me",Positive
"This is the proper way calling the viewers poor",Negative
"Nolan’s laugh with Madison got me on the floor dying",Positive
"Bro is calling us single in the richest way possible.",Neutral
"!!!!OMG so cuteeee!!!!",Positive
"Cant wait for the $ wedding to ,, wedding series",Neutral
"Nolan and Madison Beer wedding when?",Neutral
"Nolan with Maddison is killing me, the awkwardness LOLL",Positive
"Am I the only one who excited to see the $ always",Positive
"Can I just say, the cameraman is the greatest third wheeler I ever seen",Positive
"I can't believe y'all sandbagged Nolan's ""full circle"" joke. That was great.",Positive
"Now it’s time for $ Vs $,, Wedding",Neutral
"nolan seeming to be happy is just beautiful",Positive
"Madison is such a queen! And Nolan did amazing winning that adorable plushie worm <",Positive
"Nolan & Madison was next level",Positive
"I can't wait for the wedding series from $ wedding to $ million wedding",Neutral
"Nolan pulling dates with maddison beer has given me hope",Positive
"We need more Nolan and Maddison",Neutral
"Nolan actually being treated nice for once is amazing to see",Positive
"That nodding got me",Neutral
"Nolan with Maddison, I'm dyinngggg",Positive
"I love seeing Nolan happy. They are perfect",Positive
"Nolan having awkwardness rizz is crazy to see!!",Positive
"Not only me seeing this whole video being single",Neutral
"I LOVE seeing Nolan Happy",Positive
"If Madison and Nolan start dating, I'll believe in love.",Positive
"She is so cute",Positive
"The way Nolan asked Maddison and her saying yes almost made me cry becasue i think its so sweet",Positive
"We need a part two for Madison and Nolan",Neutral
"Tom the Turkey has more self control then Noland",Neutral
"Happy for Nolan",Positive
"""It's a great outfit""... followed up by the creepiest laugh ever. I love you Nolan",Positive
"Madison: Thanks Nolan Nolan: Anytime",Positive
"Nolan's a legend",Positive
"What a beautiful couple",Positive
"i love seeing nolan happy",Positive
"Next: The Wedding $ vs $M",Neutral
"tom the turkey is so majestic",Positive
"You can tell he's legit happy to do this video",Positive
"Just want see Nolan and medison beer in days underground video challenge",Neutral
"Nolan seeming to be happy is just lovely",Positive
"She's so sweet and humble.",Positive
"Nolan just sitting on a beach chair got me laughing on the inside",Positive
"Love seeing NOLAN happy here",Positive
"madison driving and nolan being a passanger prince is killing meeeeee",Positive
"The way Nolan laughed had me rolling on the floor .",Positive
"Tareq and Karl in last was funny",Positive
"I love her she’s so kind and grateful",Positive
"Bro destroy other brands",Neutral
"Roast of Hershey is fantastic",Positive
"Nolan is literally me",Neutral
"WE NEED A PART 2 WITH NOLAN AND MADISON",Neutral
"Disneyland scene was insane",Positive
"Nolan pulling Madison beer is actually giving me some hope",Positive
"Nolan with Maddison beer is crazy",Positive
"""Thaaanks Nolan"" ""Anytime""",Positive
"Nolan has to v Justin Herbert in a QB drill for Madison",Neutral
"Bros gonna have one of the most insane dad lore in the entire world",Positive
"Nolan:- great outfit ehhheehehehhehehe She:- aayyoo",Neutral
"covering the plushies eyes was so cute",Positive
"KISS",Neutral
"Nooolaaan",Neutral
"Its so heart warming to see nolan get more comfortable talking",Positive
"Chandlers Back",Positive
"Oooohh sooooo sweet",Positive
"It’s honestly calming to see him actually happy",Positive
"Nolan out here fumbling the bag.",Negative
"Nolan being happy in a video is a once in a lifetime moment",Positive
"Madison Beer going on a date with Nolan was way too hilarious",Positive
"Madison Beer being with Nolan before gta is crazy",Neutral
"Madison and Nolan are so cute together idk why",Positive
"Nolan is being the pookie and heart warming",Positive
"this video is seriously so cute I just rewatched it again. Love seeing people happy",Positive
"I just love chandlers nonchalant attitude",Positive
"I just realised, I was smiling throughout the video !",Positive
"This the most I've seen me beast smile a lot he truly loves her so much.",Positive
"I absolutely LOVE her accent",Positive
"We need part two of Nolan and Madison in a date",Neutral
"Finally a video where u spend on yrself. U deserved it after all the years of fun videos u make for us congrats to both of you",Positive
"The full circle joke was peak Nolan. Don’t let them bully you. lol",Positive
". Support you",Positive
"To your date. Nolan’s date experience was really funny ./ video of course",Positive
"Mrbeast is a Mythical Legend",Positive
"Dude this entire video had me cheesin ear to ear. Straight up beautiful. I love people and I love love.",Positive
"Every Date was wholesome Nolan's first date was funny at the start",Positive
"You should put her in videos more often she’s soo awesome",Positive
"Nolans masterclass",Positive
"“I’m frickin terrified” “what’d you say?” “I’m exited”",Neutral
"Nolan making an amazing debut",Positive
"What a beautiful couple, they are very cute together",Positive
"This is brilliant",Positive
"Soo cute . . .",Positive
"Madison and Nolan going to Disney land together is actually so sweet.",Positive
"I am so happy that karl and Nolan is in this video. They are so funny",Positive
"It's very cute",Positive
"it's so cute",Positive
"Nolan genuinely being a heartwarming part of the video was incredible.",Positive
"I loved them all",Positive
"Tom was the dinner of the night it is said",Neutral
"love seeing Mbeast happy",Positive
"next vid should be $ vs $, dating advice for nolan.",Neutral
"LOL",Neutral
"Wow! This is truly heart warming. The love they hav is just outta the wrld",Positive
"Nolan gonna heartbroke after realize that it was a just for a video",Negative
"Damn he really loves her, love to see you both!!",Positive
"The Dollar Date is actually $... Who we kidding?",Neutral
"It is so nice to see Nolan happy and not bullied.",Positive
"I love you guys",Positive
"They look so happy together",Positive
"I love how you are spending more time with her rather than making longer video",Positive
"she missed her chance to say every date is priceless with you",Neutral
"I was smiling the whole video so wholesome",Positive
"Bro is calling us poor in languages",Negative
"Nolan and Madison the heartwarming",Positive
"all i can do is smile and watch this",Positive
"You should definitely do more videos with your fiancé!!! It was a nice chill video.",Positive
"Thanks for including us on your magical date night! This was super heart-warming.",Positive
"Nolan's date was the best part",Positive
"Money talks walks flys rides swims races",Neutral
"Beast, when you have your wedding, do a $ vs $,, wedding video",Neutral
"Thanks for taking us on the date!",Positive
"is pretty heartwarming",Positive
"$ wedding vs. $ million dollar wedding",Neutral
"bro is clearly roasting Hershy's",Neutral
"the ahhhhhhhhh is so funny",Positive
"The next video should be $ wedding vs million$ wedding",Neutral
"Nolan has so much aura after than",Positive
"Im so happy for nolan.I hope they stay together.",Positive
"""Its fun winning"" Is just perfect",Positive
"Probably the most heart warming video I’ve seen",Positive
"YESSS. NOLAN DESERVEDDS ITTT SO MUCHHH",Positive
"He had the chance to say ""This might be the dollar date but with you, its priceless""",Neutral
"So nice",Positive
"the aura, holy",Positive
"get nolan here and this will be pure comedy",Positive
"I love seeing those two happy together",Positive
"Next up : $ Vs million $ wedding",Neutral
"From $ straight to $k date? Skipped all of us bro lol",Neutral
"that ankle breaker tho",Positive
"It was really awesome seeing a video featuring Nolan being happy. It was heart warming.",Positive
"Bro Nolan and Madison are so cute! So rooting for them xx.",Positive
"I loved seeing u both together....it heart warming",Positive
"Very happy seeing you two happy",Positive
"I would be really glad if Nolan and Madison will going on a nd date",Neutral
"I can’t believe we got nolan dating madison before gta",Neutral
"havent seen him being so happy in a video ever",Positive
"I also want to challenge",Neutral
"Seeing gordan calm is a very rare sighting that I’ve been blessed with",Positive
"May happiness always be with you Nolan",Positive
"the difference between k and k is crazy",Neutral
"im so proud of nolan",Positive
"First time seeing mrbeast happy uffff",Positive
"Nolan's ideal partner, the turkey hahaha",Neutral
"vs ,, dollar girlfriend next",Neutral
"We need more Nolan and Madison!",Neutral
"it was magical",Positive
"Nolan is going places",Positive
"i think cameramen is invisible",Neutral
"Tareq editing this vid:",Neutral
"So nice seeing them togerther",Positive
"this makes me smile",Positive
"meanwhile there's a pilot in another video during this one",Neutral
"I'm happy for Nolon, now he's happy",Positive
"The last one is a very budget date",Neutral
"This is the power of money",Neutral
"This is awesome",Positive
"Nolan is just me",Neutral
"nice video",Positive
"The best video of them all",Positive
"Tom is the most chilled Turkey I have ever seen",Positive
"he replaced Hersey's with feastables got me rolling",Positive
"Best couple was nolan and tom the Turkey",Neutral
"Favorite video lately. So cute!",Positive
"Only if Hersheys saw this",Neutral
"I was laughing in agony watching Nolan on that date",Positive
"Nolan having a date is straight up unbelievable",Positive
"Singles button",Neutral
"Love see you both! Mrbeast",Positive
"spend more time with your loved ones. happy to see beast happy haha",Positive
"Seeing Nolan happy with her love is actually happy heart warming to see, This video is so amazing",Positive
"the Hershey company after watching the video",Neutral
"Nolan+Madison beer=",Neutral
"seeing tia and best matching energy is so fun",Positive
"Nolan with Maddison beer was very unexpected",Positive
"Ohhh wow",Positive
"was freakinngly incredible",Positive
"Nolan: “HEHEHEHEHEHE ” Madison:",Neutral
"Anyone else love when Nolan is happy",Positive
"Kinda hard to watch ts while being single",Negative
"Nolan finally locked in",Positive
"he is DEFO crackin tonight",Neutral
"karl getting lectured by gordon is peak",Positive
"Not Nolan laughing with Madison",Positive
"To be with the person you love wherever you are",Positive
"the marketing level",Positive
"a very harmonious and adorable couple, this video will become history in your life",Positive
"Nolan trying to squeeze in on the jumbotron love ya Nolan",Positive
"Nolan with the rizz is amazing",Positive
"How did maddison beer pull Nolan",Neutral
"is so cute",Positive
"Put Nolan and Maddison beer on more dates together",Neutral
"Seeing Nolan happy is making me happy",Positive
"Also seeing nolan not getting bullied feels so much better",Positive
"that’s nice",Positive
"The wedding gonna be so fantastic",Positive
"Imagine spending over k for your date then they say no",Neutral
"Bro, we got Nolan and Madison Beer before GTA",Neutral
"Lowkey nolan and Madison actually getting together would be absolute cinema",Positive
"Beauty and the Beast",Neutral
"W Rizz",Positive
"Not her covering the plushie's eyes",Positive
"Honestly bringing the people from past videos was great",Positive
"$ wedding vs. $, wedding",Neutral
"Nolan is really innocent",Positive
"tom the turkey carried the video",Positive
"AN IDOIT SANDWICH",Neutral
"Nolan is effortlessly funny",Positive
"Beautiful couple",Positive
"HOW's the weather button",Neutral
"nooo",Neutral
"Imagine booking a trip to disney, only for them to say ""sorry mrbeast has booked the entire park""",Neutral
"This was honestly really wholesome!",Positive
"Money and influence can do wonders",Neutral
"+ aura",Positive
"So money can buy happiness",Neutral
"NOLAN YOU HAVE TO LOCK IN",Neutral
"I can’t",Neutral
"bro said only",Neutral
"poor tom",Neutral
"its not about how expensive it is but about how u love each other",Positive
"Nolan trying to rizz was crazy",Positive
"This became Nolan interviewing Madison. Petition for Nolan to be an interviewer",Neutral
"was epic",Positive
"Honesty none of us are used to it either",Neutral
"low taper fade",Neutral
"we need another nolan - madison - combo",Neutral
"Enjoy every moment in life",Positive
"$ wedding vs m$ wedding is gonna be crazy",Neutral
"Now this is who i came to see",Positive
"Nolan gave me a heart attack and a stroke at the same time.",Positive
"They are so cute together!",Positive
"That’s cool",Positive
"She so cute couple",Positive
"Mrbeast really is a Gentleman",Positive
"Nolan with Madison carried this video",Positive
"No matter how big or successful you are as a YouTuber the vine boom is a necessity",Positive
"So happy nolan is not gegting bullied anymore :)",Positive
""we're not eating tom""",Neutral
"Coach Wall isn't just a coach he was a legend and inspiration",Positive
"Coach wall is probably one of the nicest people ive seen",Positive
"One of the saddest scenes. Coach Wall was definitely an inspiration",Positive
"Coach wall was genuinely one of the most supportive and kind people I have ever seen",Positive
"This is not a challenge, this is a story that made me cry a lot.",Positive
"I didn't expect coach to be gone. Almost cried he was incredibly nice.",Positive
"one of the saddest videos mrbeast ever and thank you coach wall you are truly a legend",Positive
"The way he refuses to get another trainer is very heart warming.",Positive
"coach wall was probably one of the kindest people lhave ever seen .",Positive
"I’m literally gonna cry coach wall was a legend",Positive
"Coach wall wasn’t just a coach, he was a brother and defining figure in this man’s transformation",Positive
"Coach Wall was a legend and will always be remembered",Positive
"This might be the most motivational video I have ever seen. Coach Wall",Positive
"coach Wall was a big reason why this man’s life was changed, he’s a legend.",Positive
"I couldn't imagine mainly seeing person for almost days, then getting the news that they've passed.",Positive
"I wasn't expecting the video this emotional",Positive
"Your dad and Coach Wall are proud of you, Majd.",Positive
"coach wall isn't just a coach! he's a story!",Positive
"losing your dad and then someone who supported you for days is just heartbreaking",Positive
"Probably the most heart wrenching and beautiful video ive seen in a long time",Positive
"""Coach was side by side with me, and now, he isnt here"" im so sorry for your loss.",Positive
"Coach Wall was genuinely the kindest and most loving person I've ever seen.",Positive
"this is literally the first mrbeast video that made me cry",Positive
"Bro I actually cried there",Positive
"Dude, the coach was nicest person ive ever seen.",Positive
"The coach is so nice I felt sorry for him",Positive
"""I'm doing this for myself, and now it's for coach too"" that hits hard",Positive
"Man the coach was the definition of friend smartness and kindness",Positive
"I cried for the coach he is so nice",Positive
"Majd was the perfect person for this challenge. Full of nice energy, motivated, emotional. What a beautiful soul. Someone you’d wish the very best for.",Positive
"A wall should be unmovable, Coach Wall moved us all",Positive
"Honestly, this is the most touching episode for me because of the struggle and the loss of someone. This episode truly brought me to tears.",Positive
"That made me tear up when he told him coach wall passed",Positive
"Coach Wall is a legend and legends are eternal.",Positive
"The way he refuses to get another trainer, is just so kind",Positive
"Majd we all cried with you for Coach Wall.",Positive
"That coach was so nice R.I.P",Positive
"Mrbeast should make that place a public gym where people can continue to follow the path of Coach Wall",Neutral
"This has to be one of the emotional convicting video I have ever watched",Positive
"When the news about the coach came, I cried as if I had lost a friend too",Positive
"Coach Wall is The Legends",Positive
"Coach wall was probably one of the kindest people I have seen.",Positive
"Dude,the coach was the nicest person I've ever seen..",Positive
"Coach Wall made us all cry in tears",Positive
"Bro honestly the coach thing made me cry",Positive
"This video is so emotional",Positive
"I almost cried. This is in loving memory of coach wall he motivated us all",Positive
"Probably the best, most genuine and inspiring video you've made yet",Positive
"He wasn't just a coach, he was the best thing in the episode and he made me cry.",Positive
"Losing the coach almost made me cry, but seeing him finish made me happier",Positive
"This story made us cry",Positive
"""we will do it together""-coach tyer wall ~rest in peace~",Positive
"I cannot believe how incredibly inspiring this video is... was not expecting that.",Positive
"Bro when I heard that coach passed I was just stunned. The ending is so happy and sad at the same time",Positive
"Coach Wall will always be with us",Positive
"he is not a coach, but a legend",Positive
"I was not expecting that, Coach Wall was so kind and will be remembered.",Positive
"I was in tears Did not expect that at all. What a beautiful soul he was",Positive
"I understood how much he loved coach Wall the way he teared up",Positive
"This video was sad but awesome at the same time.",Positive
"Here are those who cried for coach, you are the best",Positive
"THIS VIDEO REALLY MADE ME CRY . LOVE YOU COACH WALL",Positive
"This actually made me cry",Positive
"this must be the most emotional and motivational video I have seen",Positive
"Coah Wall is one of the best ppl to have in your life, what a legend",Positive
"Poor coach wall he will always be remembered...",Positive
"That’s very sad I you always have a blessing heart and he was so kind",Positive
"The first ever mrbeast video that made me cry",Positive
"The coach will be in our memories",Positive
"He will be remembered by millions he was the kindest gym trainer we ever sawn",Positive
"Truly shows how these things happens so unexpectedly take care of ur people guys",Positive
"I cried watching this, May Coach Wall stay in peace",Positive
"Coach wall will always be a legend",Positive
"this video is so sad R.I.P coach wall",Positive
"Coach was the best. He was a great person",Positive
"This is by far your most powerful and impactful video. We love you Coach Wall",Positive
"The feeling of Majd when he heard the news of coach Wall",Positive
"Coach wasn’t just a trainer, he was a legend",Positive
